sexo;comprimento;diametro;altura;peso total;peso carne;peso visceras;peso concha;aneis
M;0,69;0,52;0,15;2,53;0,72;0,29;0,32;11
F;0,69;0,57;0,18;1,1;0,78;0,38;0,44;11
F;0,69;0,55;0,2;1,41;0,69;0,37;0,46;12
M;0,7;0,57;0,18;1,25;0,84;0,39;0,54;10
F;0,7;0,54;0,18;17,27;0,68;0,48;0,51;15
F;0,71;0,55;0,17;13,19;0,64;0,46;0,27;11
M;0,71;0,58;0,22;17,27;0,99;0,45;0,5;11
F;0,71;0,57;0,2;1,08;0,99;0,49;0,48;12
F;0,71;0,54;0,21;11,42;0,8;0,29;0,44;10
M;0,71;0,56;0,22;1,03;0,92;0,45;0,57;11
M;0,72;0,57;0,2;13,45;0,92;0,37;0,49;10
M;0,72;0,55;0,21;1,45;11455;0,44;0,51;13
F;0,72;0,53;0,18;13,67;0,63;0,32;0,44;7
F;0,73;0,57;0,21;10,3;1,03;0,49;0,5;14
F;0,73;0,56;0,19;1,03;0,8;0,52;0,57;11
M;0,74;0,59;0,22;1,07;0,73;0,4;0,56;11
F;0,74;0,57;0,21;1,89;0,97;0,52;0,48;12
F;0,75;0,57;0,22;12,43;0,77;0,48;0,58;11
M;0,75;0,6;0,21;1,97;1083;0,42;0,63;12
M;0,77;0,62;0,2;12,4;11155;0,64;0,64;12
M;0,78;0,63;0,25;10,39;13485;0,76;0,58;12
I;0,28;0,18;0,09;13,32;0,1;0,06;0,07;5
I;0,38;0,25;0,1;1,02;0,17;0,09;0,11;6
F;0,38;0,27;0,14;1,41;0,27;0,13;0,17;7
M;0,39;0,28;0,13;1,21;0,3;0,1;0,14;7
I;0,44;0,3;0,12;10,71;0,26;0,14;0,16;8
M;0,45;0,32;0,12;1,31;0,2;0,09;0,12;7
I;0,46;0,34;0,11;1,09;0,23;0,09;0,1;6
I;0,46;0,33;0,14;1,52;0,4;0,17;0,21;8
I;0,46;0,35;0,11;1,32;0,21;0,09;0,12;8
I;0,47;0,33;0,14;1,1;0,36;0,15;0,21;10
M;0,47;0,36;0,12;11,83;0,3;0,14;0,12;7
I;0,49;0,37;0,11;1,12;0,2;0,12;0,18;8
M;0,49;0,37;0,16;16,12;0,42;0,25;0,24;9
I;0,49;0,35;0,16;12,99;0,31;0,19;0,32;9
F;0,49;0,36;0,16;1,16;0,35;0,22;0,28;8
M;0,5;0,37;0,15;1,49;0,49;0,22;0,3;9
M;0,52;0,35;0,16;1,01;0,42;0,2;0,27;9
M;0,52;0,4;0,14;1,24;0,47;0,25;0,25;8
M;0,53;0,37;0,17;1,15;0,44;0,22;0,28;10
M;0,53;0,38;0,13;1,26;0,3;0,16;0,16;7
M;0,53;0,41;0,14;1,19;0,35;0,17;0,21;8
F;0,54;0,43;0,14;14,41;0,38;0,18;0,18;8
I;0,54;0,39;0,18;1,33;0,5;0,23;0,3;8
I;0,55;0,42;0,17;11,41;0,42;0,22;0,23;8
F;0,55;0,42;0,2;1,2;0,57;0,32;0,4;10
F;0,55;0,39;0,15;1,36;0,54;0,24;0,28;9
F;0,55;0,38;0,17;1,65;0,54;0,29;0,33;10
M;0,55;0,42;0,16;15;0,63;0,31;0,34;10
M;0,57;0,46;0,18;16,23;0,48;0,21;0,29;9
M;0,58;0,44;0,19;1,79;0,51;0,22;0,25;10
I;0,58;0,45;0,13;1,79;0,4;0,17;0,21;10
F;0,58;0,43;0,17;1,93;0,65;0,32;0,42;10
M;0,59;0,46;0,15;1,69;0,39;0,27;0,26;10
I;0,59;0,45;0,15;1,66;0,4;0,2;0,25;8
M;0,6;0,5;0,18;20,48;0,62;0,28;0,33;11
M;0,6;0,47;0,17;16,02;0,5;0,22;0,25;9
M;0,61;0,48;0,18;20,17;0,56;0,31;0,34;9
M;0,61;0,48;0,15;1,05;0,58;0,23;0,3;10
F;0,61;0,48;0,15;11,78;0,52;0,26;0,3;11
F;0,62;0,46;0,15;10,77;0,5;0,24;0,32;10
M;0,62;0,47;0,15;10,26;0,51;0,27;0,26;10
M;0,63;0,5;0,18;1,24;0,58;0,29;0,32;9
M;0,63;0,49;0,19;1,25;0,53;0,25;0,34;11
M;0,64;0,5;0,2;11,5;0,45;0,31;0,35;11
F;0,64;0,48;0,15;11,58;0,53;0,31;0,29;10
F;0,64;0,48;0,14;1,33;0,49;0,23;0,31;8
M;0,65;0,5;0,16;12,71;0,67;0,33;0,32;9
M;0,65;0,53;0,19;12,16;0,78;0,37;0,4;11
M;0,65;0,49;0,16;13,25;0,57;0,28;0,31;10
F;0,66;0,52;0,2;13,56;0,71;0,31;0,47;9
M;0,66;0,55;0,19;1,13;0,63;0,33;0,38;10
F;0,67;0,52;0,19;11,08;0,56;0,29;0,44;11
F;0,68;0,53;0,18;14,26;0,68;0,33;0,39;10
F;0,69;0,54;0,18;1,15;0,72;0,38;0,42;9
F;0,7;0,55;0,19;1,29;0,81;0,4;0,4;10
M;0,7;0,53;0,19;1,6;0,76;0,44;0,46;11
F;0,71;0,55;0,18;1,3;0,61;0,37;0,46;13
F;0,72;0,55;0,2;1,25;10715;0,43;0,5;9
M;0,72;0,56;0,18;15,11;0,69;0,38;0,44;11
M;0,73;0,58;0,21;14,42;0,93;0,41;0,64;11
I;0,19;0,14;0,04;16,39;0,01;0,01;0,01;5
I;0,24;0,18;0,06;1,93;0,02;0,01;0,02;4
I;0,31;0,22;0,08;18,5;0,06;0,03;0,04;7
I;0,34;0,26;0,09;1,74;0,08;0,03;0,06;6
I;0,35;0,27;0,08;17,98;0,09;0,04;0,06;7
I;0,37;0,27;0,09;2,38;0,08;0,03;0,07;6
I;0,37;0,28;0,09;2,4;0,1;0,04;0,08;7
I;0,37;0,27;0,08;21,95;0,1;0,04;0,07;6
I;0,39;0,31;0,11;1;0,12;0,05;0,08;8
I;0,41;0,3;0,09;10,12;0,1;0,07;0,11;6
I;0,41;0,32;0,1;11,01;0,11;0,03;0,11;7
I;0,41;0,34;0,11;1,11;0,14;0,06;0,11;7
I;0,42;0,31;0,09;19,88;0,12;0,06;0,09;6
I;0,42;0,31;0,1;1,08;0,11;0,06;0,1;6
I;0,42;0,31;0,1;1,06;0,11;0,06;0,12;8
I;0,42;0,33;0,1;1,2;0,17;0,06;0,11;11
I;0,43;0,34;0,1;1,08;0,14;0,07;0,12;8
I;0,44;0,34;0,1;1,1;0,14;0,08;0,1;7
I;0,44;0,33;0,11;11,02;0,15;0,09;0,11;7
I;0,44;0,33;0,11;13,84;0,16;0,06;0,11;8
I;0,44;0,35;0,12;1,12;0,13;0,06;0,12;7
I;0,45;0,33;0,11;1,09;0,15;0,07;0,12;8
I;0,47;0,37;0,11;13,17;0,16;0,1;0,17;7
I;0,47;0,38;0,12;13,42;0,2;0,1;0,14;8
I;0,48;0,34;0,11;1,03;0,2;0,08;0,15;9
I;0,49;0,39;0,13;11,85;0,25;0,18;0,15;7
I;0,49;0,36;0,12;1,19;0,25;0,1;0,15;8
I;0,49;0,37;0,12;1,29;0,19;0,1;0,15;9
I;0,5;0,38;0,14;11,81;0,21;0,12;0,17;8
I;0,5;0,38;0,15;12,66;0,21;0,15;0,15;8
I;0,5;0,38;0,14;12,9;0,18;0,1;0,19;8
I;0,5;0,38;0,11;1,41;0,28;0,11;0,15;9
I;0,51;0,41;0,13;1,12;0,22;0,12;0,23;11
I;0,51;0,4;0,15;14,47;0,33;0,14;0,21;8
F;0,51;0,4;0,12;1,35;0,35;0,11;0,2;10
I;0,52;0,42;0,14;1,27;0,29;0,15;0,25;10
I;0,52;0,42;0,15;1,55;0,26;0,13;0,24;10
M;0,52;0,39;0,11;14,78;0,25;0,16;0,14;8
I;0,52;0,41;0,11;1,53;0,22;0,09;0,18;8
I;0,52;0,42;0,14;17,59;0,31;0,13;0,17;9
I;0,52;0,4;0,13;1,52;0,24;0,15;0,17;9
I;0,52;0,38;0,12;17,32;0,33;0,17;0,14;7
I;0,52;0,39;0,12;2,01;0,26;0,16;0,14;10
I;0,53;0,42;0,12;2,2;0,28;0,12;0,17;9
I;0,53;0,41;0,15;11,47;0,3;0,15;0,21;8
I;0,53;0,4;0,15;1,02;0,25;0,16;0,18;9
I;0,53;0,43;0,14;12,26;0,3;0,1;0,23;8
I;0,53;0,43;0,16;10,31;0,32;0,13;0,24;9
I;0,53;0,4;0,13;11,15;0,25;0,12;0,18;9
I;0,53;0,41;0,12;1,29;0,27;0,15;0,19;9
I;0,54;0,46;0,14;13,07;0,53;0,18;0,24;9
F;0,54;0,43;0,16;10,27;0,37;0,2;0,3;9
I;0,54;0,4;0,14;11,61;0,27;0,16;0,19;9
I;0,54;0,39;0,13;10,13;0,25;0,16;0,19;8
I;0,55;0,43;0,14;1,1;0,31;0,23;0,24;10
I;0,55;0,43;0,14;1,21;0,26;0,14;0,25;9
I;0,55;0,44;0,14;1,22;0,3;0,19;0,24;10
I;0,55;0,45;0,13;10,01;0,34;0,14;0,23;6
M;0,56;0,44;0,14;11,36;0,34;0,16;0,21;8
M;0,56;0,41;0,13;13,14;0,23;0,15;0,19;8
M;0,56;0,4;0,13;11,96;0,33;0,16;0,18;7
I;0,56;0,45;0,18;1,1;0,3;0,18;0,22;9
M;0,56;0,46;0,14;1,14;0,38;0,17;0,24;9
I;0,56;0,45;0,17;12,27;0,35;0,18;0,28;9
F;0,57;0,45;0,13;1,04;0,31;0,18;0,23;11
M;0,57;0,42;0,13;1,37;0,3;0,15;0,19;7
M;0,57;0,46;0,16;1,45;0,42;0,18;0,26;11
I;0,57;0,44;0,15;14,05;0,4;0,16;0,26;9
M;0,57;0,45;0,16;1,46;0,42;0,2;0,25;9
I;0,57;0,46;0,16;1,71;0,38;0,22;0,25;10
M;0,57;0,46;0,16;1,76;0,45;0,21;0,27;11
M;0,57;0,46;0,16;1,6;0,36;0,17;0,28;11
M;0,57;0,44;0,18;2,17;0,38;0,23;0,28;9
M;0,57;0,42;0,13;23,31;0,43;0,2;0,24;13
F;0,57;0,44;0,12;11,74;0,38;0,15;0,23;9
M;0,58;0,45;0,13;10,79;0,32;0,19;0,23;9
M;0,58;0,45;0,16;1,06;0,5;0,21;0,24;9
M;0,58;0,44;0,14;1,14;0,43;0,22;0,24;10
M;0,58;0,46;0,16;11,26;0,47;0,21;0,3;11
M;0,58;0,45;0,15;11,05;0,38;0,16;0,27;10
F;0,58;0,47;0,18;13,41;0,47;0,2;0,35;9
I;0,58;0,45;0,14;1,08;0,45;0,16;0,23;10
I;0,58;0,45;0,14;1,25;0,34;0,21;0,24;11
F;0,58;0,43;0,16;12,01;0,35;0,19;0,22;9
M;0,58;0,48;0,15;1,24;0,37;0,17;0,27;9
F;0,58;0,45;0,2;1,29;0,4;0,17;0,23;9
F;0,58;0,5;0,17;11,67;0,37;0,19;0,3;10
M;0,58;0,44;0,15;1,14;0,52;0,22;0,28;10
I;0,58;0,44;0,15;1,39;0,35;0,16;0,24;10
M;0,58;0,44;0,16;1,31;0,34;0,2;0,25;9
M;0,6;0,46;0,15;1,53;0,43;0,2;0,22;10
F;0,6;0,47;0,14;16,39;0,47;0,2;0,26;11
M;0,6;0,46;0,17;1,69;0,46;0,34;0,33;11
M;0,6;0,48;0,15;1,72;0,39;0,22;0,31;10
F;0,6;0,47;0,16;1,61;0,47;0,29;0,3;11
I;0,61;0,49;0,17;22,36;0,48;0,19;0,35;10
F;0,61;0,46;0,15;23,24;0,33;0,2;0,3;9
M;0,61;0,47;0,18;1,05;0,48;0,26;0,32;10
M;0,61;0,48;0,14;1,14;0,44;0,26;0,27;8
F;0,61;0,46;0,15;12,02;0,48;0,29;0,3;10
F;0,61;0,46;0,16;11,3;0,43;0,2;0,27;8
F;0,61;0,47;0,17;1,06;0,57;0,28;0,29;11
M;0,62;0,47;0,15;10,48;0,44;0,28;0,29;11
M;0,62;0,47;0,15;10,92;0,5;0,28;0,27;9
F;0,62;0,5;0,16;1,17;0,58;0,32;0,32;12
M;0,62;0,5;0,2;10,49;0,56;0,23;0,39;10
M;0,62;0,49;0,16;12,74;0,44;0,25;0,29;11
M;0,62;0,49;0,15;10,63;0,46;0,3;0,36;9
F;0,62;0,5;0,17;11,55;0,37;0,21;0,34;11
M;0,62;0,5;0,2;1,19;0,58;0,35;0,52;15
M;0,62;0,47;0,15;11,22;0,59;0,44;0,33;9
M;0,62;0,49;0,16;1,2;0,43;0,23;0,34;12
M;0,63;0,5;0,16;13,59;0,49;0,21;0,32;11
M;0,63;0,52;0,17;12,08;0,57;0,3;0,36;9
M;0,63;0,51;0,19;1,22;0,52;0,24;0,35;10
F;0,63;0,45;0,16;1,22;0,46;0,3;0,3;11
F;0,63;0,52;0,18;12,62;0,48;0,35;0,38;11
F;0,63;0,47;0,15;12,8;0,48;0,2;0,27;11
M;0,63;0,49;0,16;1,17;0,63;0,25;0,29;9
F;0,64;0,49;0,17;11,89;0,56;0,31;0,34;11
F;0,64;0,52;0,17;13,77;0,51;0,3;0,41;11
F;0,64;0,51;0,16;1,29;0,59;0,31;0,35;11
M;0,64;0,53;0,16;11,8;0,54;0,25;0,34;12
M;0,64;0,5;0,17;12,08;0,65;0,21;0,37;12
M;0,64;0,52;0,17;1,3;0,51;0,3;0,35;10
M;0,64;0,53;0,17;14,59;0,48;0,3;0,35;11
F;0,64;0,48;0,15;1,15;0,51;0,24;0,34;10
F;0,64;0,52;0,17;1,2;0,49;0,26;0,41;10
I;0,64;0,49;0,14;1,54;0,49;0,25;0,29;10
M;0,64;0,49;0,16;1,68;0,48;0,27;0,34;9
F;0,64;0,49;0,19;16,65;0,67;0,35;0,33;11
F;0,65;0,51;0,18;1,53;0,78;0,32;0,47;12
M;0,65;0,49;0,18;1,49;0,65;0,24;0,34;11
F;0,65;0,52;0,21;1,28;0,62;0,37;0,47;16
I;0,65;0,52;0,15;15,97;0,55;0,3;0,33;10
F;0,65;0,51;0,16;13,81;0,48;0,28;0,36;13
F;0,65;0,51;0,19;12,57;0,53;0,38;0,4;10
F;0,66;0,52;0,18;1,53;0,62;0,25;0,5;11
F;0,66;0,53;0,18;14,01;0,59;0,26;0,39;10
M;0,66;0,52;0,17;14,41;0,53;0,22;0,35;9
F;0,66;0,54;0,21;1,48;0,59;0,28;0,49;10
M;0,66;0,51;0,18;12,35;0,51;0,3;0,37;11
F;0,67;0,5;0,15;13,44;0,46;0,3;0,36;10
M;0,67;0,52;0,2;1,53;0,51;0,27;0,44;12
M;0,67;0,53;0,18;18,45;0,67;0,29;0,4;12
F;0,67;0,53;0,21;1,83;0,64;0,25;0,42;12
M;0,68;0,52;0,15;20,89;0,56;0,28;0,41;11
F;0,68;0,51;0,19;2,09;0,63;0,3;0,42;11
M;0,68;0,54;0,19;1,88;0,72;0,35;0,47;12
M;0,68;0,54;0,16;1,03;0,67;0,38;0,38;10
M;0,69;0,54;0,16;1,18;0,66;0,21;0,41;10
M;0,69;0,55;0,18;1,22;0,67;0,4;0,5;11
M;0,7;0,55;0,19;12,71;0,66;0,38;0,45;13
F;0,7;0,58;0,21;1,41;0,61;0,45;0,54;13
M;0,7;0,55;0,18;1,01;0,66;0,3;0,38;12
M;0,7;0,55;0,2;10,84;0,68;0,35;0,54;13
F;0,71;0,54;0,22;15,25;0,93;0,38;0,44;10
F;0,72;0,58;0,18;1,02;0,73;0,36;0,5;12
M;0,72;0,57;0,19;1,28;10815;0,43;0,5;11
F;0,73;0,57;0,21;1,15;0,74;0,32;0,49;11
F;0,75;0,55;0,2;1,14;0,83;0,37;0,44;11
M;0,76;0,61;0,22;12,24;0,8;0,49;0,65;13
I;0,14;0,13;0,04;13,7;0,01;0,01;0,01;4
I;0,16;0,11;0,03;1,01;0,01;0,01;0,01;4
I;0,21;0,15;0,06;1,31;0,02;0,01;0,02;5
I;0,28;0,21;0,08;1,46;0,05;0,03;0,03;6
I;0,28;0,2;0,07;12,91;0,04;0,02;0,03;7
I;0,29;0,22;0,06;14,27;0,03;0,02;0,03;6
I;0,29;0,21;0,07;17,89;0,05;0,02;0,03;5
I;0,29;0,21;0,06;16,14;0,06;0,02;0,03;6
I;0,29;0,21;0,07;22,31;0,04;0,02;0,03;6
I;0,32;0,24;0,07;22,64;0,06;0,03;0,04;6
I;0,33;0,25;0,07;11,28;0,09;0,04;0,04;7
I;0,34;0,25;0,08;1,09;0,07;0,04;0,05;6
I;0,35;0,24;0,08;1,15;0,07;0,05;0,05;7
I;0,35;0,25;0,07;11,64;0,07;0,03;0,05;6
I;0,36;0,27;0,11;11,96;0,14;0,05;0,07;9
I;0,36;0,27;0,09;1,25;0,11;0,04;0,06;6
I;0,36;0,27;0,09;1,15;0,09;0,03;0,05;7
I;0,38;0,28;0,08;1,15;0,11;0,05;0,07;6
I;0,38;0,28;0,09;11,34;0,11;0,05;0,06;7
I;0,4;0,29;0,1;12,02;0,16;0,07;0,08;7
I;0,41;0,25;0,09;15,6;0,13;0,06;0,08;7
I;0,42;0,33;0,11;13,17;0,14;0,08;0,09;8
I;0,43;0,32;0,1;1,4;0,19;0,07;0,1;7
I;0,43;0,32;0,11;1,2;0,17;0,1;0,11;8
I;0,44;0,33;0,12;12,9;0,16;0,08;0,1;7
M;0,45;0,33;0,11;15,18;0,26;0,08;0,13;8
I;0,46;0,35;0,11;13,58;0,21;0,1;0,14;7
M;0,47;0,37;0,14;13,65;0,24;0,15;0,15;10
I;0,47;0,38;0,11;1,49;0,17;0,09;0,15;10
I;0,48;0,37;0,12;1,66;0,27;0,11;0,14;8
M;0,51;0,39;0,12;1,55;0,33;0,14;0,17;9
M;0,51;0,4;0,14;15,86;0,29;0,13;0,19;12
M;0,51;0,39;0,12;1,67;0,21;0,1;0,15;10
I;0,51;0,46;0,14;1,72;0,29;0,15;0,2;9
M;0,52;0,4;0,14;1,91;0,29;0,15;0,17;9
M;0,53;0,41;0,13;2,07;0,34;0,15;0,18;9
F;0,53;0,43;0,15;1,19;0,33;0,19;0,2;9
F;0,53;0,41;0,13;1,46;0,26;0,16;0,19;9
M;0,55;0,44;0,14;1,49;0,36;0,19;0,24;11
F;0,55;0,47;0,15;1,21;0,38;0,24;0,27;10
F;0,56;0,41;0,16;12,87;0,34;0,18;0,25;9
M;0,57;0,45;0,15;11,95;0,43;0,21;0,25;9
F;0,57;0,44;0,15;11,66;0,39;0,16;0,25;10
M;0,58;0,46;0,16;12,16;0,51;0,27;0,26;9
M;0,59;0,47;0,17;11,74;0,52;0,27;0,28;10
F;0,6;0,45;0,14;1,53;0,37;0,18;0,24;10
M;0,61;0,45;0,14;15,11;0,43;0,21;0,3;12
M;0,61;0,49;0,16;13,24;0,47;0,23;0,34;10
F;0,63;0,52;0,18;1,05;0,53;0,25;0,39;14
M;0,66;0,52;0,2;12,79;0,73;0,35;0,39;9
I;0,26;0,19;0,06;18,75;0,04;0,02;0,03;5
I;0,27;0,2;0,07;1,98;0,05;0,02;0,03;5
I;0,28;0,22;0,08;1,37;0,07;0,02;0,03;5
I;0,29;0,22;0,07;1,74;0,05;0,02;0,03;6
I;0,32;0,26;0,09;1,19;0,07;0,03;0,06;8
I;0,33;0,24;0,07;1,15;0,06;0,03;0,05;8
I;0,39;0,28;0,1;1,57;0,13;0,06;0,07;8
I;0,4;0,3;0,1;1,15;0,14;0,06;0,08;7
F;0,4;0,31;0,16;1,11;0,17;0,07;0,11;7
I;0,41;0,31;0,09;1,31;0,14;0,06;0,09;8
I;0,42;0,31;0,12;1,71;0,17;0,08;0,08;7
I;0,42;0,32;0,12;22,7;0,19;0,07;0,09;6
I;0,44;0,31;0,12;13,32;0,16;0,09;0,11;9
I;0,45;0,32;0,12;1,03;0,15;0,08;0,12;8
M;0,45;0,35;0,13;1,02;0,21;0,1;0,14;8
F;0,46;0,36;1,13;1,51;0,33;0,12;0,13;8
M;0,46;0,35;0,12;13,04;0,24;0,12;0,13;8
M;0,46;0,35;0,11;13,96;0,24;0,09;0,12;7
M;0,47;0,36;0,11;10,06;0,27;0,09;0,12;7
I;0,47;0,36;0,09;11,35;0,2;0,07;0,13;9
F;0,48;0,38;0,14;10,84;0,32;0,13;0,2;7
I;0,48;0,35;0,14;10,92;0,27;0,1;0,16;8
M;0,49;0,39;0,14;1,27;0,25;0,13;0,16;8
I;0,49;0,37;0,11;14,99;0,27;0,1;0,14;8
M;0,5;0,39;0,14;12,36;0,36;0,16;0,24;9
F;0,5;0,38;0,14;1,4;0,28;0,14;0,18;8
M;0,51;0,39;0,13;13,77;0,31;0,15;0,15;7
M;0,53;0,39;0,1;12,77;0,25;0,1;0,15;8
M;0,54;0,42;0,13;12,96;0,36;0,19;0,18;8
F;0,54;0,42;0,13;12,32;0,31;0,16;0,2;8
F;0,54;0,39;0,14;1,38;0,33;0,12;0,24;10
F;0,54;0,42;0,13;1,16;0,37;0,17;0,18;9
F;0,55;0,43;0,16;1,48;0,39;0,19;0,23;9
M;0,55;0,41;0,13;15,72;0,45;0,21;0,21;9
I;0,55;0,42;0,12;15;0,29;0,14;0,21;11
F;0,57;0,44;0,14;1,47;0,39;0,17;0,24;9
M;0,58;0,45;0,12;1,09;0,42;0,15;0,26;8
F;0,58;0,44;0,15;18,17;0,35;0,21;0,19;7
F;0,59;0,49;0,15;16,37;0,41;0,21;0,36;11
M;0,6;0,47;0,15;1,21;0,43;0,18;0,26;9
F;0,6;0,47;0,19;14,44;0,49;0,26;0,34;10
F;0,61;0,43;0,14;13,11;0,44;0,2;0,22;8
M;0,61;0,48;0,17;12,52;0,56;0,27;0,37;8
F;0,62;0,49;0,16;11,71;0,49;0,24;0,27;9
M;0,65;0,5;0,15;1,11;0,6;0,22;0,34;9
M;0,65;0,5;0,14;1,43;0,62;0,24;0,32;8
F;0,67;0,53;0,21;16,2;0,82;0,34;0,43;10
M;0,69;0,55;0,2;10,39;0,81;0,39;0,49;11
F;0,69;0,54;0,2;1,52;0,73;0,4;0,46;12
F;0,71;0,57;0,19;11,26;0,75;0,37;0,49;10
F;0,71;0,5;0,15;10,19;0,68;0,28;0,28;10
M;0,72;0,59;0,22;1,16;0,92;0,45;0,48;11
F;0,72;0,58;0,22;10,74;0,86;0,48;0,6;12
F;0,73;0,56;0,18;1,23;0,66;0,2;0,49;10
M;0,78;0,57;0,22;1,15;0,74;0,48;0,66;17
F;0,51;0,39;0,12;1,15;0,3;0,16;0,18;8
M;0,53;0,43;0,13;11,06;0,3;0,14;0,25;10
F;0,51;0,39;0,12;1,56;0,24;0,11;0,21;11
I;0,41;0,31;0,09;1,06;0,11;0,06;0,1;7
M;0,42;0,3;0,1;1,17;0,15;0,07;0,1;7
M;0,5;0,39;0,15;14,69;0,27;0,13;0,22;11
M;0,43;0,33;0,08;13,66;0,13;0,08;0,13;7
M;0,47;0,35;0,1;16,94;0,19;0,09;0,18;8
F;0,4;0,31;0,12;1,18;0,15;0,07;0,12;10
I;0,37;0,29;0,1;1,07;0,1;0,05;0,09;10
M;0,5;0,38;0,16;10,89;0,27;0,14;0,22;19
I;0,41;0,31;0,11;1,1;0,12;0,08;0,1;9
M;0,38;0,29;0,1;1,28;0,12;0,06;0,09;9
F;0,49;0,39;0,13;11,29;0,22;0,13;0,17;11
M;0,59;0,48;0,19;11,12;0,43;0,27;0,29;10
M;0,6;0,46;0,16;14,61;0,42;0,21;0,37;14
F;0,68;0,55;0,18;10,11;0,56;0,37;0,6;15
M;0,67;0,54;0,23;10,77;0,75;0,39;0,89;27
M;0,62;0,49;0,17;12,23;0,52;0,26;0,34;13
I;0,33;0,25;0,06;1,62;0,08;0,05;0,05;5
I;0,46;0,36;0,08;10,32;0,22;0,1;0,13;9
M;0,53;0,41;0,13;10,17;0,33;0,2;0,18;8
I;0,39;0,29;0,09;12,5;0,09;0,05;0,08;7
I;0,13;0,1;0,04;11,69;0,01;0,01;0;4
I;0,18;0,13;0,05;1,15;0,01;0,01;0,01;3
I;0,31;0,23;0,05;1,09;0,07;0,04;0,05;6
F;0,38;0,29;0,08;10,33;0,14;0,07;0,08;7
F;0,48;0,38;0,12;1,17;0,27;0,14;0,19;8
I;0,46;0,37;0,13;13,72;0,2;0,13;0,15;9
M;0,43;0,33;0,1;15,06;0,14;0,07;0,11;7
I;0,48;0,36;0,11;19,05;0,18;0,1;0,15;9
F;0,44;0,35;0,12;24,93;0,19;0,1;0,13;11
F;0,29;0,21;0,08;1,07;0,11;0,07;0,04;6
M;0,39;0,3;0,1;11,39;0,15;0,09;0,09;7
M;0,47;0,38;0,12;1,23;0,17;0,08;0,15;8
F;0,5;0,4;0,13;12,64;0,24;0,13;0,19;10
I;0,4;0,31;0,1;10,75;0,11;0,07;0,09;7
M;0,62;0,51;0,18;1,4;0,44;0,23;0,4;12
M;0,6;0,47;0,15;11,33;0,36;0,21;0,25;12
M;0,59;0,46;0,14;11,12;0,46;0,19;0,3;9
M;0,32;0,24;0,08;1,26;0,08;0,04;0,06;6
F;0,52;0,41;0,13;1,44;0,29;0,16;0,22;10
M;0,44;0,35;0,11;13,64;0,2;0,09;0,13;9
F;0,44;0,33;0,12;11,44;0,14;0,11;0,12;8
M;0,57;0,43;0,1;14,55;0,31;0,17;0,18;12
F;0,56;0,43;0,13;1,48;0,36;0,21;0,34;9
F;0,59;0,46;0,18;16,89;0,39;0,25;0,31;10
F;0,57;0,47;0,18;20,73;0,41;0,28;0,3;16
M;0,68;0,53;0,21;1,79;0,58;0,34;0,47;14
F;0,45;0,36;0,13;1,52;0,22;0,11;0,16;10
I;0,32;0,24;0,08;11,16;0,08;0,04;0,05;7
I;0,46;0,35;0,11;10,16;0,17;0,09;0,13;9
M;0,47;0,37;0,11;1,16;0,2;0,1;0,16;10
M;0,46;0,35;0,11;1,21;0,16;0,08;0,14;9
F;0,42;0,33;0,12;11,35;0,14;0,08;0,11;9
M;0,47;0,35;0,12;1,23;0,2;0,16;0,19;11
M;0,46;0,38;0,14;10,82;0,19;0,08;0,17;12
M;0,42;0,31;0,09;1,18;0,13;0,07;0,12;8
M;0,27;0,2;0,07;11,64;0,05;0,02;0,04;7
M;0,45;0,36;0,11;11,55;0,18;0,1;0,15;10
F;0,75;0,59;0,19;13,35;0,84;0,44;0,59;18
F;0,4;0,3;0,12;1,47;0,13;0,05;0,09;8
I;0,28;0,2;0,08;1,49;0,05;0,01;0,04;5
M;0,55;0,44;0,14;15,59;0,37;0,21;0,27;10
M;0,58;0,46;0,17;13,28;0,47;0,2;0,44;16
M;0,61;0,5;0,17;16,62;0,49;0,19;0,49;12
M;0,62;0,5;0,18;1,49;0,64;0,33;0,73;17
M;0,56;0,42;0,2;17,37;0,3;0,18;0,29;14
F;0,64;0,51;0,2;16,61;0,61;0,33;0,41;12
M;0,69;0,55;0,2;1,35;0,73;0,47;0,57;19
F;0,72;0,57;0,24;17,41;0,72;0,47;0,89;17
F;0,71;0,57;0,2;17,19;0,79;0,49;0,49;11
F;0,55;0,47;0,15;12,37;0,38;0,18;0,29;9
M;0,38;0,31;0,09;1,19;0,14;0,06;0,1;5
F;0,61;0,45;0,16;1,04;0,41;0,31;0,3;9
I;0,38;0,28;0,09;1,06;0,12;0,06;0,09;6
F;0,37;0,28;0,09;10,81;0,1;0,05;0,07;5
M;0,34;0,24;0,09;1,06;0,07;0,03;0,05;6
I;0,17;0,12;0,02;1,16;0,01;0;0,01;4
M;0,29;0,21;0,08;1,09;0,06;0,03;0,04;7
I;0,19;0,13;0,03;1,04;0,02;0,02;0,01;6
I;0,22;0,15;0,03;11,42;0,01;0,01;0,01;5
M;0,6;0,47;0,13;13,34;0,32;0,2;0,23;10
F;0,65;0,5;0,17;1,27;0,48;0,27;0,36;13
M;0,58;0,45;0,19;11,84;0,34;0,2;0,35;12
F;0,57;0,45;0,17;12,14;0,41;0,19;0,41;20
F;0,58;0,45;0,24;10,32;0,3;0,21;0,4;14
F;0,6;0,48;0,2;13,7;0,36;0,2;0,34;15
